epoch,accuracy,loss,val_accuracy,val_loss
0,0.9704182744026184,0.1372808963060379,0.9710228443145752,0.12129173427820206
1,0.9704470038414001,0.12001877278089523,0.9710228443145752,0.10782186686992645
2,0.9747831225395203,0.08382870256900787,0.9744102954864502,0.06831394135951996
3,0.9779314994812012,0.06863118708133698,0.9710350632667542,0.10253898054361343
4,0.97999107837677,0.06306289881467819,0.9710450172424316,0.07580118626356125
5,0.9811092019081116,0.0593351311981678,0.971197247505188,0.13652490079402924
6,0.9797772765159607,0.06262601166963577,0.9786857962608337,0.06359536200761795
7,0.9818156957626343,0.05769049748778343,0.9777973890304565,0.05706166476011276
8,0.9829602241516113,0.05386272445321083,0.9822940826416016,0.04537022113800049
9,0.9828868508338928,0.05410359799861908,0.9815915822982788,0.05104909837245941
10,0.9773812294006348,0.07119475305080414,0.9820156693458557,0.053613562136888504
11,0.982206404209137,0.055712681263685226,0.9842993021011353,0.0443059541285038
12,0.9827638268470764,0.05387023463845253,0.9857775568962097,0.04094163700938225
13,0.9831795692443848,0.05245339125394821,0.9853079915046692,0.04199334233999252
14,0.9842851161956787,0.049354005604982376,0.9849615097045898,0.043053220957517624
15,0.9835926294326782,0.0506114736199379,0.9815592169761658,0.0631645917892456
16,0.983788251876831,0.050648752599954605,0.9853164553642273,0.0432160310447216
17,0.9843670129776001,0.04791712760925293,0.9860053658485413,0.03866773098707199
18,0.9851239919662476,0.04631698131561279,0.9856731295585632,0.04277360439300537
19,0.9837111830711365,0.04837667569518089,0.9851282238960266,0.043915510177612305
20,0.9825488924980164,0.05358545482158661,0.9753004312515259,0.05810202658176422
21,0.9846231341362,0.04657391086220741,0.985575258731842,0.040778592228889465
22,0.9816293120384216,0.05325949192047119,0.9866166710853577,0.03769629821181297
23,0.9808699488639832,0.060033075511455536,0.9815186858177185,0.04863244667649269
24,0.9818733334541321,0.054000403732061386,0.9845671653747559,0.04304065182805061
25,0.9838895201683044,0.04855191707611084,0.9842848777770996,0.0381857305765152
26,0.9843566417694092,0.04690775275230408,0.9854567646980286,0.03643658012151718
27,0.9855843782424927,0.04367518424987793,0.9853708744049072,0.037610527127981186
28,0.9853380918502808,0.04370344430208206,0.9850302338600159,0.038144294172525406
29,0.9856290221214294,0.04200032353401184,0.9862304925918579,0.03464309126138687
