epoch,accuracy,loss,val_accuracy,val_loss
0,0.9694345593452454,0.14999927580356598,0.9714137315750122,0.11986082792282104
1,0.9694440960884094,0.1129731759428978,0.9714137315750122,0.10411408543586731
2,0.9694440960884094,0.10680089890956879,0.9714137315750122,0.10347304493188858
3,0.9694440960884094,0.10273950546979904,0.9714137315750122,0.1020253598690033
4,0.9701573252677917,0.09582196176052094,0.9752498865127563,0.0810263603925705
5,0.9746084213256836,0.08637163788080215,0.9716562032699585,0.08752644062042236
6,0.9793860912322998,0.0699082463979721,0.9780551195144653,0.06378412246704102
7,0.9814261794090271,0.06231803819537163,0.9834535121917725,0.05282939597964287
8,0.9819852113723755,0.059722110629081726,0.9858605861663818,0.0457562692463398
9,0.982673168182373,0.057367779314517975,0.9846001267433167,0.049839191138744354
10,0.9829422235488892,0.05576217919588089,0.9867467880249023,0.044134147465229034
11,0.9833962321281433,0.05401703342795372,0.9841670989990234,0.048086173832416534
12,0.9839797019958496,0.051983583718538284,0.9839770793914795,0.04889930412173271
13,0.9842380881309509,0.05008271709084511,0.9842184782028198,0.04972374066710472
14,0.9844471216201782,0.049160558730363846,0.9845904111862183,0.046628888696432114
15,0.9844509363174438,0.04862198606133461,0.9831570982933044,0.04795067757368088
16,0.9845774173736572,0.04795610159635544,0.9817587733268738,0.052763305604457855
17,0.9848074913024902,0.04673617705702782,0.9848225116729736,0.043773289769887924
18,0.984864354133606,0.04625796154141426,0.9835962057113647,0.04773305729031563
19,0.9845360517501831,0.04776099696755409,0.9819784760475159,0.04950976371765137
