epoch,accuracy,loss,val_accuracy,val_loss
0,0.9577653408050537,0.26745182275772095,0.9710228443145752,0.12124937772750854
1,0.9704470038414001,0.12288781255483627,0.9710228443145752,0.12035073339939117
2,0.9704470038414001,0.11890026181936264,0.9710228443145752,0.1138564795255661
3,0.9704470038414001,0.11318531632423401,0.9710228443145752,0.10464600473642349
4,0.9704470038414001,0.11138497292995453,0.9710228443145752,0.103265680372715
5,0.9704470038414001,0.1087607741355896,0.9710228443145752,0.10292165726423264
6,0.9704470038414001,0.10770218819379807,0.9710228443145752,0.10161790996789932
7,0.9704470038414001,0.10762739181518555,0.9710228443145752,0.10225309431552887
8,0.9704470038414001,0.1069316640496254,0.9710228443145752,0.10197153687477112
9,0.9704470038414001,0.10670806467533112,0.9710228443145752,0.10172521322965622
10,0.9704470038414001,0.10650467872619629,0.9710228443145752,0.10166645050048828
11,0.9704470038414001,0.10624808073043823,0.9710228443145752,0.1015424057841301
12,0.9704470038414001,0.10601585358381271,0.9710228443145752,0.10117719322443008
13,0.9704470038414001,0.10594992339611053,0.9710228443145752,0.101353719830513
14,0.9704470038414001,0.10573109984397888,0.9710228443145752,0.10110440105199814
15,0.9704470038414001,0.10687138885259628,0.9710228443145752,0.10152031481266022
16,0.9704470038414001,0.10581250488758087,0.9710228443145752,0.10122107714414597
17,0.9704470038414001,0.10557153820991516,0.9710228443145752,0.10086279362440109
18,0.9704470038414001,0.10523351281881332,0.9710228443145752,0.10080175846815109
19,0.9704470038414001,0.10530020296573639,0.9710228443145752,0.100962795317173
20,0.9704470038414001,0.10540755093097687,0.9710228443145752,0.10083980113267899
21,0.9704470038414001,0.10522959381341934,0.9710228443145752,0.10015353560447693
22,0.970416784286499,0.10670722275972366,0.9710228443145752,0.09914383292198181
23,0.9704325795173645,0.1286333054304123,0.9710228443145752,0.11226793378591537
24,0.9704470038414001,0.1149372085928917,0.9710228443145752,0.1086801216006279
25,0.9704470038414001,0.11265581846237183,0.9710228443145752,0.1070217713713646
26,0.9704470038414001,0.11159727722406387,0.9710228443145752,0.10669094324111938
27,0.9704470038414001,0.11184654384851456,0.9710228443145752,0.10649358481168747
28,0.9704470038414001,0.11162523925304413,0.9710228443145752,0.10635815560817719
29,0.9704470038414001,0.11148735135793686,0.9710228443145752,0.10621387511491776
