epoch,accuracy,loss,val_accuracy,val_loss
0,0.9684502482414246,0.15341432392597198,0.9710228443145752,0.1223808079957962
1,0.9704470038414001,0.10686243325471878,0.9710228443145752,0.10860322415828705
2,0.9704470038414001,0.10327764600515366,0.9710228443145752,0.10137294232845306
3,0.9704470038414001,0.09819367527961731,0.9710228443145752,0.08434300869703293
4,0.9704470634460449,0.08149746060371399,0.9710228443145752,0.06984710693359375
5,0.9738225340843201,0.07252471894025803,0.9829192161560059,0.054818253964185715
6,0.9813394546508789,0.06102626770734787,0.983971357345581,0.04601529613137245
7,0.9826837182044983,0.05672170966863632,0.985284149646759,0.04463207721710205
8,0.9831967353820801,0.054769888520240784,0.9866853952407837,0.03804349526762962
9,0.984049379825592,0.05183640494942665,0.9864770770072937,0.03850066661834717
10,0.9844176173210144,0.05029831454157829,0.9867379069328308,0.03747260570526123
11,0.9844814538955688,0.049630988389253616,0.9860071539878845,0.03860859200358391
12,0.9844375252723694,0.049177754670381546,0.9858853220939636,0.03948286548256874
13,0.9848511219024658,0.04763098061084747,0.9867786169052124,0.037289995700120926
14,0.9851024150848389,0.046621862798929214,0.9871389269828796,0.03592817485332489
15,0.9853436946868896,0.045602500438690186,0.987312912940979,0.03532058373093605
16,0.9855460524559021,0.04466867074370384,0.9863719344139099,0.0391036756336689
17,0.9854486584663391,0.04447983577847481,0.9864568114280701,0.04010021314024925
18,0.9857857823371887,0.04290028661489487,0.9865260124206543,0.039148688316345215
19,0.9857435822486877,0.04237250238656998,0.9869533777236938,0.0378536581993103
20,0.9859537482261658,0.041108254343271255,0.9869252443313599,0.03755966201424599
21,0.9860939383506775,0.04052387923002243,0.9861337542533875,0.041325584053993225
22,0.9862191677093506,0.040016476064920425,0.98630291223526,0.03873002156615257
23,0.9866862297058105,0.03795946016907692,0.9853571653366089,0.04470501095056534
24,0.9867717027664185,0.03733815252780914,0.9865767955780029,0.04045040160417557
25,0.9869386553764343,0.03618375584483147,0.9862982630729675,0.04266270250082016
26,0.9871365427970886,0.035121381282806396,0.9875192046165466,0.036867957562208176
27,0.987316370010376,0.03480071946978569,0.9868932366371155,0.03882724419236183
28,0.9872819781303406,0.03475666046142578,0.9868287444114685,0.03960850089788437
29,0.9874314069747925,0.03408953920006752,0.9870268106460571,0.038794614374637604
