epoch,accuracy,loss,val_accuracy,val_loss
0,0.9625025391578674,0.17857857048511505,0.9710228443145752,0.13775211572647095
1,0.9704468250274658,0.10809185355901718,0.9710228443145752,0.1279546320438385
2,0.9704470038414001,0.09775997698307037,0.9710228443145752,0.08952783793210983
3,0.9708395004272461,0.08608723431825638,0.9788922071456909,0.0753249004483223
4,0.9782895445823669,0.0712132677435875,0.9821340441703796,0.05600407347083092
5,0.9809327125549316,0.06326591223478317,0.9843225479125977,0.04659145697951317
6,0.9826244115829468,0.05760561674833298,0.9848482608795166,0.04296943172812462
7,0.9830825924873352,0.05470706894993782,0.9863619804382324,0.038470156490802765
8,0.9835905432701111,0.05194263160228729,0.9866687655448914,0.03637197986245155
9,0.9837728142738342,0.05150415375828743,0.9861965179443359,0.037457145750522614
10,0.9845743179321289,0.04896998405456543,0.9868891835212708,0.038413047790527344
11,0.9847931265830994,0.047880735248327255,0.9861322045326233,0.035481952130794525
12,0.9849599003791809,0.047385524958372116,0.9864988923072815,0.03401355445384979
13,0.9850218296051025,0.04632763937115669,0.9871490001678467,0.03323186933994293
14,0.9852240085601807,0.045774638652801514,0.9873000383377075,0.03368998318910599
15,0.9853576421737671,0.044838275760412216,0.9876157641410828,0.03265960142016411
16,0.9852316379547119,0.045461490750312805,0.987697184085846,0.034889351576566696
17,0.9854567050933838,0.04517157003283501,0.9877303242683411,0.03316454961895943
18,0.9854506850242615,0.04324514791369438,0.9873656034469604,0.03337055444717407
19,0.9858689904212952,0.042434655129909515,0.9876393675804138,0.034804243594408035
20,0.9858141541481018,0.04202689602971077,0.987145185470581,0.03889648616313934
21,0.9859640002250671,0.04088360816240311,0.9867981672286987,0.0404844768345356
22,0.9861205816268921,0.04067716374993324,0.9880789518356323,0.03314722701907158
23,0.9865458607673645,0.03839677944779396,0.9871416687965393,0.03948722407221794
24,0.9865663647651672,0.03818206116557121,0.9870728850364685,0.03541512042284012
25,0.9864637851715088,0.03815660625696182,0.9871281981468201,0.04003765061497688
26,0.9863107800483704,0.03874235600233078,0.9872533082962036,0.03550092875957489
27,0.9866629242897034,0.03615063428878784,0.9878493547439575,0.034923452883958817
28,0.9869921803474426,0.035589467734098434,0.9879443645477295,0.03520791605114937
29,0.9868504405021667,0.03609215095639229,0.9879785180091858,0.0327298641204834
